variableMetadata	accession	description	uniprot_id	limmaM_WT.LAT_diff	limmaM_WT.LAT_BH	limmaM_WT.LAT_signif	limmaF_WT.LAT_diff	limmaF_WT.LAT_BH	limmaF_WT.LAT_signif	limmaWT_M.F_diff_LAT	limmaWT_M.F_BH_LAT	limmaWT_M.F_signif_LAT	limmaLAT_M.F_diff	limmaLAT_M.F_BH	limmaLAT_M.F_signif	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2
O70131_Ninjurin-1	sp|O70131|NINJ1_MOUSE	Ninjurin-1  OS=Mus musculus (Mouse) GN=Ninj1 PE=1 SV=1	O70131	0.981860603788299	0.586578693904628	0	-0.315714937877239	0.734416511590923	0	0.604865708862778	0.388270098107358	0	-0.692709832802759	0.377363872881798	0	1.44109233148805	0.134723592255748	0	1.80672559592834	0.0199315978130785	1	0.442194915017452	1.17585757492671	E	E	E	E	E	C
Q66GT5_Phosphatidylglycerophosp.	sp|Q66GT5|PTPM1_MOUSE	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1  OS=Mus musculus (Mouse) GN=Ptpmt1 PE=1 SV=1	Q66GT5	-0.118115054880498	0.697614311542322	0	0.0373658858501145	0.790420695375523	0	-0.311237605811577	0.00226335115729735	1	-0.155756665080965	0.346188738149534	0	0.0193726540523116	0.834540641110862	0	-0.233698496799949	0.00635527953190303	1	0.587281946390955	0.0313067810887866	E	E	E	E	E	E
P21107_Tropomyosin alpha-3 chain	sp|P21107|TPM3_MOUSE	Tropomyosin alpha-3 chain  OS=Mus musculus (Mouse) GN=Tpm3 PE=1 SV=3	P21107	-0.038128865147673	0.773670556121794	0	-0.20939205228024	0.0725199312583274	0	0.160630174684595	0.0659554005379869	0	-0.0106330124479719	0.911736275752985	0	-0.220502835314729	0.000509062216838001	1	0.168648241181003	0.00167865938523536	1	1.59673105497756	2.01809370760249	E	E	E	E	E	E
P36993_Protein phosphatase 1B	sp|P36993|PPM1B_MOUSE	Protein phosphatase 1B  OS=Mus musculus (Mouse) GN=Ppm1b PE=1 SV=1	P36993	-0.437966697553129	0.8847548739866	0	0.575891662216083	0.549703237911396	0	1.0187331980579	0.328594358599934	0	2.03259155782711	0.0731309496344546	0	0.128662643410358	0.944416756053354	0	1.29059636499167	0.0461877771518278	1	0.0650337064977933	0.252137610785886	E	E	E	E	E	E
Q922Y1_UBX domain-containing pr.	sp|Q922Y1|UBXN1_MOUSE	UBX domain-containing protein 1  OS=Mus musculus (Mouse) GN=Ubxn1 PE=1 SV=1	Q922Y1	-0.130374790277628	0.974953156543705	0	0.542724133127063	0.584987006754615	0	0.0342352533720813	0.970942476761813	0	0.707334176776772	0.586117285395086	0	0.630094977670286	0.270907583926605	0	-0.0975319788625839	0.815330788960814	0	0.0833116270087885	0.990303961109217	E	E	E	E	E	E
Q8BK30_NADH dehydrogenase [ubiq.	sp|Q8BK30|NDUV3_MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufv3 PE=1 SV=1	Q8BK30	-1.1906730778756	0.649861451054622	0	0.68891177394373	0.529389457187906	0	-1.50879085609362	0.0546209281298192	0	0.370793995725709	0.80809460153423	0	-0.692946550503208	0.419285365339495	0	-0.15675180254631	0.861167707108412	0	0.155257738894954	0.942273933756601	E	E	E	E	E	E
Q9D898_Actin-related protein 2/.	sp|Q9D898|ARP5L_MOUSE	Actin-related protein 2/3 complex subunit 5-like protein  OS=Mus musculus (Mouse) GN=Arpc5l PE=1 SV=1	Q9D898	1.03630765205299	0.695897075574279	0	-1.43761228446522	0.139593403739192	0	1.37669389678122	0.192174432405245	0	-1.09722603973699	0.238147253917172	0	0.340078037228007	0.777087145419779	0	1.00752244994111	0.166100243365411	0	0.638410857773277	0.566399787906002	E	E	E	E	E	E
Q9WV98_Mitochondrial import inn.	sp|Q9WV98|TIM9_MOUSE	Mitochondrial import inner membrane translocase subunit Tim9  OS=Mus musculus (Mouse) GN=Timm9 PE=1 SV=1	Q9WV98	0.137443208272284	0.939327458553079	0	-1.59825484081169	0.0164384331538182	1	0.447469795213607	0.502118520100651	0	-1.28822825387036	0.0244030910430308	1	NA	NA	NA	NA	NA	NA	1.41000898068457	NA	E	E	E	NA	NA	NA
Q80WQ2_Protein VAC14 homolog	sp|Q80WQ2|VAC14_MOUSE	Protein VAC14 homolog  OS=Mus musculus (Mouse) GN=Vac14 PE=1 SV=1	Q80WQ2	0.0654656557922273	0.89930379061635	0	0.19555827305485	0.321601102404795	0	0.101047950457179	0.668952670649659	0	0.231140567719802	0.116116042859779	0	0.107704338258916	0.549800113403313	0	0.0751604640311747	0.604326676603383	0	0.885011135536574	0.914779161113557	E	E	E	E	E	E
Q9D1M7_Peptidyl-prolyl cis-tran.	sp|Q9D1M7|FKB11_MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP11  OS=Mus musculus (Mouse) GN=Fkbp11 PE=1 SV=1	Q9D1M7	-0.448023515034013	0.62370918459399	0	1.14793372104085	0.151008160288968	0	-1.62521589452294	0.0104502314008786	1	-0.0292586584480787	0.964815797019673	0	0.185222362039124	0.717730496266565	0	-1.15566000212552	0.00822426403341529	1	0.710875711984949	0.0301975436589307	E	E	E	E	E	E
P61971_Nuclear transport factor.	sp|P61971|NTF2_MOUSE	Nuclear transport factor 2  OS=Mus musculus (Mouse) GN=Nutf2 PE=1 SV=1	P61971	1.18237557989779	0.571459571996972	0	0.423400832774796	0.666982503806265	0	0.892692950126296	0.316617879090785	0	0.133718203003305	0.848283506817028	0	0.284549029341957	0.759295808757444	0	0.974690114580785	0.0755958475154953	0	0.806870635724866	0.32842916678827	E	E	D	E	E	C
Q9CWP6_Motile sperm domain-cont.	sp|Q9CWP6|MSPD2_MOUSE	Motile sperm domain-containing protein 2  OS=Mus musculus (Mouse) GN=Mospd2 PE=1 SV=2	Q9CWP6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9DCC7_Isochorismatase domain-c.	sp|Q9DCC7|ISC2B_MOUSE	Isochorismatase domain-containing protein 2B  OS=Mus musculus (Mouse) GN=Isoc2b PE=1 SV=1	Q9DCC7	0.165482771461186	0.967507245250894	0	-0.342245666841471	0.486318862346986	0	1.98321002436814	0.0097912363386296	1	1.47548158606548	0.158421308023214	0	0.191243069423095	0.876768010207171	0	1.62687593035269	0.0027088857983479	1	0.0523528281287063	0.380150105694534	E	E	E	E	E	E
P43276_Histone H1.5	sp|P43276|H15_MOUSE	Histone H1.5  OS=Mus musculus (Mouse) GN=Hist1h1b PE=1 SV=2	P43276	-0.259638865233658	0.62370918459399	0	-0.331095101515675	0.185384652861949	0	0.611398730841863	0.00226380215248734	1	0.539942494559845	0.0682126626805299	0	-0.210099050629218	0.399437399125051	0	0.298090343727253	0.132450604010944	0	0.843227712377777	0.419072509962869	E	E	E	E	E	E
Q8CHW4_Translation initiation f.	sp|Q8CHW4|EI2BE_MOUSE	Translation initiation factor eIF-2B subunit epsilon  OS=Mus musculus (Mouse) GN=Eif2b5 PE=1 SV=1	Q8CHW4	0.169997707104201	0.858344133860406	0	0.438764550198581	0.321601102404795	0	-0.352694821008612	0.498155930571337	0	-0.0839279779142323	0.61112607523281	0	0.208304216110591	0.594383193836968	0	-0.482389018370164	0.0987713371543462	0	0.965522089600512	0.745324907346759	E	E	E	E	E	E
Q9CQM2_ER lumen protein-retaini.	sp|Q9CQM2|ERD22_MOUSE	ER lumen protein-retaining receptor 2  OS=Mus musculus (Mouse) GN=Kdelr2 PE=1 SV=1	Q9CQM2	-0.118025642638131	0.787126070835928	0	0.690818608589701	0.0026768587637793	1	-0.727335225474302	0.000223218661175778	1	0.0815090257535296	0.739071596874399	0	NA	NA	NA	NA	NA	NA	1.24703191061128	NA	E	E	E	NA	NA	NA
Q6P542_ATP-binding cassette sub.	sp|Q6P542|ABCF1_MOUSE	ATP-binding cassette sub-family F member 1  OS=Mus musculus (Mouse) GN=Abcf1 PE=1 SV=1	Q6P542	0.107392380653472	0.876902041769047	0	-0.0756018596678842	0.875812324945927	0	0.0657463746812041	0.861002521569069	0	-0.117247865640152	0.745437586910206	0	-0.235803679901743	0.341959288224382	0	-0.017799087341249	0.970236493857851	0	0.130261323346942	0.793732876189627	E	E	E	E	E	E
Q80W54_CAAX prenyl protease 1 h.	sp|Q80W54|FACE1_MOUSE	CAAX prenyl protease 1 homolog  OS=Mus musculus (Mouse) GN=Zmpste24 PE=1 SV=2	Q80W54	-0.0480355896660143	0.89621532548116	0	-0.00517563182571834	0.984565645002964	0	0.0689141975570706	0.711997993006486	0	0.111774155397367	0.558357498041175	0	0.0114376544344879	0.940489706008139	0	-0.0123296531600374	0.904922137923174	0	0.167953136793464	0.0554636255591312	E	E	E	E	E	E
P62317_Small nuclear ribonucleo.	sp|P62317|SMD2_MOUSE	Small nuclear ribonucleoprotein Sm D2  OS=Mus musculus (Mouse) GN=Snrpd2 PE=1 SV=1	P62317	-0.154760570808513	0.820533353909218	0	-0.462980902611651	0.0393052051872437	1	0.364921393572835	0.183952114897621	0	0.0567010617696972	0.830436952194798	0	-0.220069844344664	0.29443714203983	0	0.264458156251003	0.118441626135645	0	1.21716243389032	0.792850334660965	E	E	E	E	E	E
Q9ET22_Dipeptidyl peptidase 2	sp|Q9ET22|DPP2_MOUSE	Dipeptidyl peptidase 2  OS=Mus musculus (Mouse) GN=Dpp7 PE=1 SV=2	Q9ET22	-1.21481979317296	0.601964091599484	0	-0.920983869681962	0.179911166445767	0	0.387423858754556	0.606155316017867	0	0.681259782245551	0.443196012315157	0	-1.36953919836762	0.00945340760889272	1	0.0588733590547896	0.824172489258384	0	1.37280464099328	2.09453394253552	E	E	D	E	E	B
P35292_Ras-related protein Rab-.	sp|P35292|RAB17_MOUSE	Ras-related protein Rab-17  OS=Mus musculus (Mouse) GN=Rab17 PE=1 SV=1	P35292	-0.260759192905887	0.665860698222795	0	-0.158149203147254	0.408993290371747	0	0.0163508900006448	0.929392914291314	0	0.118960879759278	0.703889328605721	0	-0.227653240428069	0.148575086159705	0	0.244048543315625	0.0583107177435641	0	1.09369580027383	1.41267965937717	E	E	E	E	E	E
Q9Z0K8_Pantetheinase	sp|Q9Z0K8|VNN1_MOUSE	Pantetheinase  OS=Mus musculus (Mouse) GN=Vnn1 PE=1 SV=3	Q9Z0K8	1.93289849975334	0.555716349040722	0	-0.347333294409232	0.412432572272669	0	2.49708750859944	0.00231223617572984	1	NA	NA	NA	0.585654430457605	0.463657489899462	0	2.02130913911852	0.00033198993650301	1	0.805688382071696	0.817451165877179	E	E	D	E	E	C
P22437_Prostaglandin G/H syntha.	sp|P22437|PGH1_MOUSE	Prostaglandin G/H synthase 1  OS=Mus musculus (Mouse) GN=Ptgs1 PE=1 SV=1	P22437	0.577983531437539	0.766191559439495	0	-0.31008491624959	0.630447633535783	0	1.39582460625494	0.0509725524558459	0	0.507756158567808	0.561763451693427	0	0.209020270915655	0.805711122560765	0	1.25118137748319	0.0045190693256522	1	0.213172989439276	0.460824859719527	E	E	E	E	E	E
O09111_NADH dehydrogenase [ubiq.	sp|O09111|NDUBB_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufb11 PE=1 SV=2	O09111	0.1766014812946	0.549502101199805	0	-0.130335330454095	0.186751403247532	0	0.277335459086697	0.00397798267314194	1	-0.0296013526619987	0.793726763062246	0	-0.236174247716978	0.440407335457601	0	0.401307369191848	0.0987088756058448	0	0.0822736905854902	0.760716078936611	E	E	E	E	E	E
Q9Z2G9_Oxidoreductase HTATIP2	sp|Q9Z2G9|HTAI2_MOUSE	Oxidoreductase HTATIP2  OS=Mus musculus (Mouse) GN=Htatip2 PE=1 SV=3	Q9Z2G9	0.176238304543958	0.555780707461771	0	-0.266997916807377	0.0210291772218914	1	0.586207197908482	1.5224814747723e-06	1	0.142970976557148	0.297954368444586	0	-0.0260420787212681	0.657807880963045	0	0.510396672815524	1.63925752083965e-08	1	0.384804540091665	0.0537117585114777	E	E	E	E	E	E
P0DN34_NADH dehydrogenase [ubiq.	sp|P0DN34|NDUB1_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1  OS=Mus musculus (Mouse) GN=Ndufb1 PE=1 SV=1	P0DN34	0.0604156156582007	0.820245815075213	0	-0.287878588227926	0.145241445389976	0	-0.227729251781767	0.11087685152309	0	-0.576023455667894	0.00378285671118664	1	-0.356004421936774	0.0162269152263298	1	-0.0794245302755776	0.628290882323061	0	0.825013366946836	1.91760781141163	E	E	E	E	E	E
P04627_Serine/threonine-protein.	sp|P04627|ARAF_MOUSE	Serine/threonine-protein kinase A-Raf  OS=Mus musculus (Mouse) GN=Araf PE=1 SV=2	P04627	0.4498321177546	0.801918620442288	0	0.159623020997547	0.826922562550335	0	1.07941183459902	0.158736207405669	0	0.789202737841968	0.248199080936951	0	-0.0427930558996863	0.940054537738576	0	0.763136921244982	0.147499406959488	0	0.683135969922646	0.224809156532364	E	E	E	E	E	E
Q68FL6_Methionine--tRNA ligase,.	sp|Q68FL6|SYMC_MOUSE	Methionine--tRNA ligase, cytoplasmic  OS=Mus musculus (Mouse) GN=Mars PE=1 SV=1	Q68FL6	-0.177104887792915	0.571459571996972	0	0.0132684949620732	0.959599445159271	0	0.0209793449601605	0.896275974174616	0	0.211352727715148	0.159859301397209	0	0.0682638834070062	0.636153568803161	0	0.0378998244311219	0.746991252243469	0	0.321927843734581	0.678997099837409	E	E	E	E	E	E
Q8BXB6_Solute carrier organic a.	sp|Q8BXB6|SO2B1_MOUSE	Solute carrier organic anion transporter family member 2B1  OS=Mus musculus (Mouse) GN=Slco2b1 PE=1 SV=1	Q8BXB6	0.539709095826513	0.879724074828085	0	1.48341515624157	0.226628907341815	0	0.119642583437795	0.947703036680159	0	1.06334864385285	0.221036594509611	0	0.263050732474426	0.848095970603992	0	-0.410870774393725	0.673951356483609	0	1.27991942602471	0.367421951581556	E	E	E	E	E	E
Q31125_Zinc transporter SLC39A7	sp|Q31125|S39A7_MOUSE	Zinc transporter SLC39A7  OS=Mus musculus (Mouse) GN=Slc39a7 PE=1 SV=2	Q31125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6PD03_Serine/threonine-protein.	sp|Q6PD03|2A5A_MOUSE	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform  OS=Mus musculus (Mouse) GN=Ppp2r5a PE=1 SV=1	Q6PD03	0.954489062564729	0.680444106364959	0	-0.0920345020500939	0.848481275037058	0	1.69537403037883	0.0244941536327888	1	0.64885046576401	0.41786873235498	0	0.561003905053646	0.423711675446658	0	0.400286043954566	0.495376326825332	0	0.325666054526782	1.03210327355522	E	E	D	E	E	E
Q60770_Syntaxin-binding protein.	sp|Q60770|STXB3_MOUSE	Syntaxin-binding protein 3  OS=Mus musculus (Mouse) GN=Stxbp3 PE=1 SV=1	Q60770	-0.588103448546573	0.74082750629807	0	-0.371616981102576	0.70080270985879	0	-0.678371440416175	0.105831835545229	0	-0.461884972972179	0.723642577600635	0	0.321116166093258	0.274070379174184	0	-0.301563738824111	0.200880749593462	0	1.00723329620756	0.825947323590872	E	E	E	E	E	E
Q9JIA7_Sphingosine kinase 2	sp|Q9JIA7|SPHK2_MOUSE	Sphingosine kinase 2  OS=Mus musculus (Mouse) GN=Sphk2 PE=1 SV=2	Q9JIA7	-0.0168725361143416	0.994987123308086	0	-0.546510734882975	0.591632663475721	0	0.435204035200709	0.626857498550078	0	-0.0944341635679251	0.915706805179601	0	0.216373441593504	0.842028874517882	0	0.8394939534302	0.1519700323441	0	0.303402439325778	0.17361642956232	E	E	E	E	E	E
Q99KR7_Peptidyl-prolyl cis-tran.	sp|Q99KR7|PPIF_MOUSE	Peptidyl-prolyl cis-trans isomerase F, mitochondrial  OS=Mus musculus (Mouse) GN=Ppif PE=1 SV=1	Q99KR7	0.640114853398213	0.776170483641708	0	-0.301667634711347	0.855785695354491	0	0.172575223279033	0.91189346737774	0	-0.769207264830527	0.44577954269192	0	-0.642552064575373	0.567461880107781	0	0.899456590405702	0.277890392805045	0	0.0274882846283146	0.654228998668926	E	E	E	E	E	E
Q8R3Q6_Coiled-coil domain-conta.	sp|Q8R3Q6|CCD58_MOUSE	Coiled-coil domain-containing protein 58  OS=Mus musculus (Mouse) GN=Ccdc58 PE=1 SV=1	Q8R3Q6	1.10930307813441	0.661208482716078	0	0.15506382640487	0.875812324945927	0	1.26621227724329	0.2102502438773	0	0.311973025513748	0.707178468110376	0	0.383698837582152	0.71176911089576	0	0.994714949080301	0.118325346202247	0	0.973132224458791	0.501626494508856	E	E	E	E	E	E
Q6PGB6_N-alpha-acetyltransferas.	sp|Q6PGB6|NAA50_MOUSE	N-alpha-acetyltransferase 50  OS=Mus musculus (Mouse) GN=Naa50 PE=1 SV=1	Q6PGB6	-0.617035189108556	0.862218005925082	0	0.137867455187784	0.943819252482887	0	0.593162995306194	0.705115463880541	0	1.34806563960253	0.321432930804197	0	-0.239818784067285	0.842028874517882	0	1.15704664951391	0.190557628372749	0	0.235853584308347	0.0762564015359466	E	E	E	E	E	E
Q8BXC6_COMM domain-containing p.	sp|Q8BXC6|COMD2_MOUSE	COMM domain-containing protein 2  OS=Mus musculus (Mouse) GN=Commd2 PE=1 SV=1	Q8BXC6	-0.2520183040319	0.887627703219041	0	0.18792964870774	0.838746664512159	0	0.098088857784127	0.905739296976719	0	0.538036810523767	0.517798477004283	0	-0.00219650253653114	0.981726885847069	0	0.462692318131509	0.28235524003744	0	0.0739625204067492	0.165583680895396	E	E	E	E	E	E
Q9D1B9_39S ribosomal protein L2.	sp|Q9D1B9|RM28_MOUSE	39S ribosomal protein L28, mitochondrial  OS=Mus musculus (Mouse) GN=Mrpl28 PE=1 SV=3	Q9D1B9	0.00282187352505758	0.999366029208697	0	0.440359918047118	0.665383001371695	0	-0.692684987933649	0.391670984205314	0	-0.255146943411589	0.796726982366868	0	0.615901067911143	0.325440444386154	0	0.19143424025269	0.760420169310474	0	0.217568512803529	0.573007831430227	E	E	E	E	E	C
Q99K23_Ufm1-specific protease 2	sp|Q99K23|UFSP2_MOUSE	Ufm1-specific protease 2  OS=Mus musculus (Mouse) GN=Ufsp2 PE=1 SV=1	Q99K23	0.690465195536717	0.571459571996972	0	0.615852647692769	0.239279989601651	0	0.428397096218436	0.277552471469701	0	0.353784548374488	0.540642679449111	0	0.455641005663971	0.186842247495036	0	0.472824604775642	0.0923865897857134	0	1.58315525861196	1.21466040319532	E	E	E	E	E	E
O70492_Sorting nexin-3	sp|O70492|SNX3_MOUSE	Sorting nexin-3  OS=Mus musculus (Mouse) GN=Snx3 PE=1 SV=3	O70492	-0.0809571009620846	0.75250014322869	0	-0.174615671398062	0.100029929663175	0	0.117462072576405	0.313824950716543	0	0.0238035021404279	0.823645228840775	0	-0.248008302552492	0.00328758698460841	1	0.204000839139081	0.00447756323856915	1	1.43861138752824	2.01857899132469	E	E	E	E	E	E
Q61831_Mitogen-activated protei.	sp|Q61831|MK10_MOUSE	Mitogen-activated protein kinase 10  OS=Mus musculus (Mouse) GN=Mapk10 PE=1 SV=2	Q61831	-0.388541648357116	0.695265838155931	0	0.205920823413127	0.490097965468684	0	-0.465536504703547	0.0443546490155923	1	0.128925967066696	0.810910823553248	0	0.093619865521255	0.58245360530627	0	-0.466523782560937	0.00137275150931841	1	0.0978276614789653	0.112355100090644	E	E	E	E	E	E
P45377_Aldose reductase-related.	sp|P45377|ALD2_MOUSE	Aldose reductase-related protein 2  OS=Mus musculus (Mouse) GN=Akr1b8 PE=1 SV=2	P45377	0.0922741613112272	0.89930379061635	0	0.122972673801293	0.763153820145691	0	-0.121720269481663	0.668952670649659	0	-0.0910217569915979	0.830852497351502	0	0.261148455727636	0.231202927019932	0	0.0510134983670341	0.834911857643314	0	0.361659836847951	1.21010266192768	E	E	E	E	E	E
Q9DCF9_Translocon-associated pr.	sp|Q9DCF9|SSRG_MOUSE	Translocon-associated protein subunit gamma  OS=Mus musculus (Mouse) GN=Ssr3 PE=1 SV=1	Q9DCF9	0.0133456087848849	0.982211393295464	0	-0.0627686260190643	0.565781164255215	0	0.0923042035650568	0.598480555203676	0	0.0161899687611076	0.889530565837418	0	-0.104475213301328	0.352935614379362	0	0.16799707646992	0.0659418719189806	0	0.536759878649705	0.925542931172901	E	E	E	E	E	E
O89112_LanC-like protein 1	sp|O89112|LANC1_MOUSE	LanC-like protein 1  OS=Mus musculus (Mouse) GN=Lancl1 PE=1 SV=1	O89112	0.171993503465071	0.887151238515615	0	-0.40564640532628	0.505546508039739	0	0.381169040258747	0.351530487225233	0	-0.196470868532604	0.793726763062246	0	0.210134615298248	0.772104149163502	0	0.5246067194822	0.244428795768755	0	0.0837406192346317	0.184401320818111	E	E	E	E	E	E
Q8BM55_Transmembrane protein 214	sp|Q8BM55|TM214_MOUSE	Transmembrane protein 214  OS=Mus musculus (Mouse) GN=Tmem214 PE=1 SV=1	Q8BM55	0.0296463239598275	0.961470886975908	0	-0.153344129544781	0.494860710657804	0	0.237990284535204	0.25679877970666	0	0.0549998310305959	0.757915006688313	0	0.002563240078576	0.992462954970265	0	0.133419469472226	0.25375744302895	0	0.829954996070953	0.0555472722143669	E	E	E	E	E	E
P27048_Small nuclear ribonucleo.	sp|P27048|RSMB_MOUSE	Small nuclear ribonucleoprotein-associated protein B  OS=Mus musculus (Mouse) GN=Snrpb PE=1 SV=1	P27048	-0.048723205621517	0.793078385018441	0	-0.177339737784717	0.0650966490639003	0	0.182723067407942	0.0298194326299568	1	0.0541065352447418	0.574118817753106	0	-0.240951481226062	0.00014861192862018	1	0.261057001160061	1.14375497184293e-05	1	1.57806685896511	1.91832471532694	E	E	E	E	E	E
P31230_Aminoacyl tRNA synthase .	sp|P31230|AIMP1_MOUSE	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1  OS=Mus musculus (Mouse) GN=Aimp1 PE=1 SV=2	P31230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D710_Thioredoxin-related tran.	sp|Q9D710|TMX2_MOUSE	Thioredoxin-related transmembrane protein 2  OS=Mus musculus (Mouse) GN=Tmx2 PE=1 SV=1	Q9D710	0.220999560968785	0.555780707461771	0	1.14326720829576	0.0477731620637861	1	-0.86821599516642	0.0575013234269048	0	0.0540516521605596	0.740746017832339	0	0.702825964273689	0.00963004808159988	1	-0.618396174367902	0.00724757303776641	1	1.6617233586107	1.50857565330539	E	E	E	E	E	C
Q9WVA3_Mitotic checkpoint prote.	sp|Q9WVA3|BUB3_MOUSE	Mitotic checkpoint protein BUB3  OS=Mus musculus (Mouse) GN=Bub3 PE=1 SV=2	Q9WVA3	-0.443890086979202	0.734096530441307	0	-0.090787236842182	0.41435879864006	0	0.301039680793384	0.0139045059270079	1	0.654142530930404	0.360991958346785	0	-0.188262591168264	0.633672289395345	0	0.0768489830978325	0.787239479817776	0	0.405687209422411	0.724811011810978	E	E	E	E	E	E
P70362_Ubiquitin recognition fa.	sp|P70362|UFD1_MOUSE	Ubiquitin recognition factor in ER-associated degradation protein 1  OS=Mus musculus (Mouse) GN=Ufd1 PE=1 SV=2	P70362	1.12840869259696	0.673596445811436	0	0.739755658455071	0.52027506811206	0	1.70778327385842	0.106068552312778	0	1.31913023971653	0.234139992169359	0	1.35294134524642	0.0898801218862715	0	1.16270023388205	0.0789619195256688	0	0.951978149881393	1.34700114571574	E	E	D	E	E	C
P29416_Beta-hexosaminidase subu.	sp|P29416|HEXA_MOUSE	Beta-hexosaminidase subunit alpha  OS=Mus musculus (Mouse) GN=Hexa PE=1 SV=2	P29416	-0.717955267807117	0.725845375156762	0	0.670877315365534	0.532704688936107	0	0.863302905254685	0.341442213669146	0	2.25213548842734	0.034470696353576	1	-0.0530330673444759	0.918417195588889	0	1.27762568279849	0.024078367508078	1	0.16152701012079	0.0557222582752962	E	E	E	E	E	E
Q9R0P6_Signal peptidase complex.	sp|Q9R0P6|SC11A_MOUSE	Signal peptidase complex catalytic subunit SEC11A  OS=Mus musculus (Mouse) GN=Sec11a PE=1 SV=1	Q9R0P6	0.41350981474487	0.761101998290141	0	-0.248265959487306	0.752076373287854	0	-0.11264595168317	0.870331586277562	0	-0.774421725915346	0.27986627463724	0	-0.0830637591979873	0.881079027585845	0	0.319653019659967	0.447521420787175	0	0.107417734721477	0.124138503926018	E	E	E	E	E	E
Q9D1J3_SAP domain-containing ri.	sp|Q9D1J3|SARNP_MOUSE	SAP domain-containing ribonucleoprotein  OS=Mus musculus (Mouse) GN=Sarnp PE=1 SV=3	Q9D1J3	0.0337675353271436	0.954941038826596	0	-0.250572590512686	0.289909062525334	0	0.332054259434194	0.104753366410764	0	0.0477141335943649	0.831075830761502	0	-0.266977570245299	0.0751249045972658	0	0.38932711666433	0.00289065359956112	1	0.731489440797889	1.19531187540682	E	E	E	E	E	E
Q6PDI5_Proteasome adapter and s.	sp|Q6PDI5|ECM29_MOUSE	Proteasome adapter and scaffold protein ECM29  OS=Mus musculus (Mouse) GN=Ecpas PE=1 SV=3	Q6PDI5	-0.494378329322313	0.722502962908412	0	0.532120011089631	0.254572040311369	0	-0.0776054096419472	0.878208541840986	0	0.948892930769997	0.16293717574016	0	0.0474953830382958	0.917980861002288	0	-0.102824220338217	0.74039083343216	0	0.248249523963236	0.219609904554282	E	E	E	E	E	E
Q8R519_2-amino-3-carboxymuconat.	sp|Q8R519|ACMSD_MOUSE	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase  OS=Mus musculus (Mouse) GN=Acmsd PE=1 SV=2	Q8R519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JK81_UPF0160 protein MYG1, mi.	sp|Q9JK81|MYG1_MOUSE	UPF0160 protein MYG1, mitochondrial  OS=Mus musculus (Mouse) GN=Myg1 PE=1 SV=1	Q9JK81	-0.667243225291216	0.719006162301036	0	0.43898729914423	0.487990909875974	0	0.0910755570442632	0.876567921620183	0	1.19730608147971	0.225571564280678	0	-0.510956858299817	0.375398253963764	0	0.752036039810083	0.103399124589577	0	0.110737746187624	0.713557899657936	E	E	E	E	E	E
Q6P1B1_Xaa-Pro aminopeptidase 1	sp|Q6P1B1|XPP1_MOUSE	Xaa-Pro aminopeptidase 1  OS=Mus musculus (Mouse) GN=Xpnpep1 PE=1 SV=1	Q6P1B1	-0.213683953849426	0.75250014322869	0	0.0311845906787092	0.959272064956347	0	-0.103425135386431	0.720827216545893	0	0.141443409141704	0.779802425015271	0	0.0338221212870913	0.893011069042745	0	-0.0872340517292436	0.637400219332184	0	0.222011483657059	0.0133088480324606	E	E	E	E	E	E
