variableMetadata	set	gene	accession	description	uniprot_id	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
Q8VDG7_Platelet-activating fact.	proteomics_liver	MX2	sp|Q8VDG7|PAFA2_MOUSE	Platelet-activating factor acetylhydrolase 2, cytoplasmic  OS=Mus musculus (Mouse) GN=Pafah2 PE=1 SV=2	Q8VDG7	0.0342907153160503	0.713134948423015	0	0.0377236851088441	0.577034438077953	0	0.527110171430847		0
Q9R0Q6_Actin-related protein 2/.	proteomics_liver	MX2	sp|Q9R0Q6|ARC1A_MOUSE	Actin-related protein 2/3 complex subunit 1A  OS=Mus musculus (Mouse) GN=Arpc1a PE=1 SV=1	Q9R0Q6	0.348066916826063	0.714468102786179	0	1.06509906420197	0.0630167235775677	0	0.639164659166522		0
Q8R570_Synaptosomal-associated .	proteomics_liver	MX2	sp|Q8R570|SNP47_MOUSE	Synaptosomal-associated protein 47  OS=Mus musculus (Mouse) GN=Snap47 PE=1 SV=1	Q8R570	-0.0845788365804552	0.714468102786179	0	-0.203565522638289	0.159041556314567	0	0.597472018827152		0
Q8VHE0_Translocation protein SE.	proteomics_liver	MX2	sp|Q8VHE0|SEC63_MOUSE	Translocation protein SEC63 homolog  OS=Mus musculus (Mouse) GN=Sec63 PE=1 SV=4	Q8VHE0	0.0388659149283335	0.714468102786179	0	-0.224942550660998	0.0103102772679867	1	0.194228837852101		0
Q8BSE0_Regulator of microtubule.	proteomics_liver	MX2	sp|Q8BSE0|RMD2_MOUSE	Regulator of microtubule dynamics protein 2  OS=Mus musculus (Mouse) GN=Rmdn2 PE=1 SV=1	Q8BSE0	-0.035509664972956	0.714468102786179	0	0.388134758400458	0.000115042401219187	1	0.200546575243953		0
P56480_ATP synthase subunit bet.	proteomics_liver	MX2	sp|P56480|ATPB_MOUSE	ATP synthase subunit beta, mitochondrial  OS=Mus musculus (Mouse) GN=Atp5f1b PE=1 SV=2	P56480	0.0316361160499099	0.714468102786179	0	0.095394711577466	0.0680442417700276	0	0.539433713353621		0
Q11136_Xaa-Pro dipeptidase	proteomics_liver	MX2	sp|Q11136|PEPD_MOUSE	Xaa-Pro dipeptidase  OS=Mus musculus (Mouse) GN=Pepd PE=1 SV=3	Q11136	0.300571847469488	0.715292478731734	0	0.894456984489768	0.0739872207106733	0	0.626865804695433		0
P01837_Immunoglobulin kappa con.	proteomics_liver	MX2	sp|P01837|IGKC_MOUSE	Immunoglobulin kappa constant  OS=Mus musculus (Mouse) GN=Igkc PE=1 SV=2	P01837	0.217257918909432	0.715292478731734	0	0.400852021884393	0.304770716372947	0	0.573456811358197		0
Q7TPR4_Alpha-actinin-1	proteomics_liver	MX2	sp|Q7TPR4|ACTN1_MOUSE	Alpha-actinin-1  OS=Mus musculus (Mouse) GN=Actn1 PE=1 SV=1	Q7TPR4	0.16497794343578	0.715292478731734	0	-0.576605729678299	0.092695357781835	0	0.462195659723001		0
Q9QXB9_Developmentally-regulate.	proteomics_liver	MX2	sp|Q9QXB9|DRG2_MOUSE	Developmentally-regulated GTP-binding protein 2  OS=Mus musculus (Mouse) GN=Drg2 PE=1 SV=1	Q9QXB9	0.08499137585504	0.715292478731734	0	-0.239098010421639	0.166122285642925	0	0.30957202359797		0
P70245_3-beta-hydroxysteroid-De.	proteomics_liver	MX2	sp|P70245|EBP_MOUSE	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase  OS=Mus musculus (Mouse) GN=Ebp PE=1 SV=3	P70245	0.0654291330170302	0.715292478731734	0	0.366897222289715	0.00033198993650301	1	0.569837163386517		0
Q80XL6_Acyl-CoA dehydrogenase f.	proteomics_liver	MX2	sp|Q80XL6|ACD11_MOUSE	Acyl-CoA dehydrogenase family member 11  OS=Mus musculus (Mouse) GN=Acad11 PE=1 SV=2	Q80XL6	0.0397552756861081	0.715292478731734	0	-0.151120942149912	0.0699300904215024	0	0.492155604126579		0
Q9R1P0_Proteasome subunit alpha.	proteomics_liver	MX2	sp|Q9R1P0|PSA4_MOUSE	Proteasome subunit alpha type-4  OS=Mus musculus (Mouse) GN=Psma4 PE=1 SV=1	Q9R1P0	-0.0311001439178717	0.715292478731734	0	-0.0766872245637984	0.151896967814498	0	0.586554965635905		0
P61148_Fibroblast growth factor.	proteomics_liver	MX2	sp|P61148|FGF1_MOUSE	Fibroblast growth factor 1  OS=Mus musculus (Mouse) GN=Fgf1 PE=1 SV=1	P61148	-0.089860874539216	0.716035399153173	0	0.107715398837506	0.555985058887518	0	0.313527293774042		0
P15626_Glutathione S-transferas.	proteomics_liver	MX2	sp|P15626|GSTM2_MOUSE	Glutathione S-transferase Mu 2  OS=Mus musculus (Mouse) GN=Gstm2 PE=1 SV=2	P15626	0.0687786024284733	0.716035399153173	0	0.522496342386471	1.59973740467041e-06	1	0.537430304869571		0
P10107_Annexin A1	proteomics_liver	MX2	sp|P10107|ANXA1_MOUSE	Annexin A1  OS=Mus musculus (Mouse) GN=Anxa1 PE=1 SV=2	P10107	-0.347240576565319	0.7164507980179	0	0.165213540615088	0.810177689009834	0	0.322883570169711		0
P01878_Ig alpha chain C region	proteomics_liver	MX2	sp|P01878|IGHA_MOUSE	Ig alpha chain C region  OS=Mus musculus (Mouse) PE=1 SV=1	P01878	-0.211666674715776	0.7164507980179	0	-0.211031138289325	0.627037581180338	0	0.40936022961499		0
Q99JY8_Phospholipid phosphatase.	proteomics_liver	MX2	sp|Q99JY8|PLPP3_MOUSE	Phospholipid phosphatase 3  OS=Mus musculus (Mouse) GN=Plpp3 PE=1 SV=1	Q99JY8	-0.0547891625479586	0.7164507980179	0	0.262861345711919	0.0284362733426011	1	0.304172371712762		0
P53986_Monocarboxylate transpor.	proteomics_liver	MX2	sp|P53986|MOT1_MOUSE	Monocarboxylate transporter 1  OS=Mus musculus (Mouse) GN=Slc16a1 PE=1 SV=1	P53986	0.143398704063813	0.716821000864814	0	-0.112882787655604	0.701556628589482	0	0.432044722616246		0
Q64516_Glycerol kinase	proteomics_liver	MX2	sp|Q64516|GLPK_MOUSE	Glycerol kinase  OS=Mus musculus (Mouse) GN=Gk PE=1 SV=2	Q64516	0.0379082482152704	0.716821000864814	0	0.329768044360513	5.60660049411685e-08	1	0.4561623299682		0
Q9D024_Coiled-coil domain-conta.	proteomics_liver	MX2	sp|Q9D024|CCD47_MOUSE	Coiled-coil domain-containing protein 47  OS=Mus musculus (Mouse) GN=Ccdc47 PE=1 SV=2	Q9D024	0.0505430635532846	0.717142968256727	0	-0.0126900452302969	0.899578002624416	0	0.39765300092496		0
P61021_Ras-related protein Rab-.	proteomics_liver	MX2	sp|P61021|RAB5B_MOUSE	Ras-related protein Rab-5B  OS=Mus musculus (Mouse) GN=Rab5b PE=1 SV=1	P61021	-0.231313595685794	0.717671091355634	0	1.6285963961024	0.00393296232342124	1	0.0298778358946052		0
Q91XC9_Peroxisomal membrane pro.	proteomics_liver	MX2	sp|Q91XC9|PEX16_MOUSE	Peroxisomal membrane protein PEX16  OS=Mus musculus (Mouse) GN=Pex16 PE=1 SV=2	Q91XC9	0.0699476805008779	0.717671091355634	0	-0.500462536660404	0.0033296177550673	1	0.140655425877259		0
Q64459_Cytochrome P450 3A11	proteomics_liver	MX2	sp|Q64459|CP3AB_MOUSE	Cytochrome P450 3A11  OS=Mus musculus (Mouse) GN=Cyp3a11 PE=1 SV=1	Q64459	-0.0676242869673409	0.717671091355634	0	-0.403390499065633	0.00017250642752739	1	0.450459683632153		0
Q9DCX8_Iodotyrosine deiodinase 1	proteomics_liver	MX2	sp|Q9DCX8|IYD1_MOUSE	Iodotyrosine deiodinase 1  OS=Mus musculus (Mouse) GN=Iyd PE=1 SV=1	Q9DCX8	0.0564286597820534	0.717671091355634	0	0.301778649356365	0.000746908665882166	1	0.55908223190203		0
P62257_Ubiquitin-conjugating en.	proteomics_liver	MX2	sp|P62257|UBE2H_MOUSE	Ubiquitin-conjugating enzyme E2 H  OS=Mus musculus (Mouse) GN=Ube2h PE=1 SV=1	P62257	-0.0531491906935564	0.717671091355634	0	-0.0525539790399137	0.633044834446075	0	0.574797362174481		0
Q5FW57_Glycine N-acyltransferas.	proteomics_liver	MX2	sp|Q5FW57|GLYAL_MOUSE	Glycine N-acyltransferase-like protein  OS=Mus musculus (Mouse) GN=Gm4952 PE=1 SV=3	Q5FW57	-0.0468508249735642	0.717671091355634	0	0.33429344770888	0.00345500660829467	1	0.164201089887021		0
Q99KP6_Pre-mRNA-processing fact.	proteomics_liver	MX2	sp|Q99KP6|PRP19_MOUSE	Pre-mRNA-processing factor 19  OS=Mus musculus (Mouse) GN=Prpf19 PE=1 SV=1	Q99KP6	-0.0437276542417635	0.717671091355634	0	0.0483172660494056	0.593707587398334	0	0.222201481685138		0
Q921X9_Protein disulfide-isomer.	proteomics_liver	MX2	sp|Q921X9|PDIA5_MOUSE	Protein disulfide-isomerase A5  OS=Mus musculus (Mouse) GN=Pdia5 PE=1 SV=1	Q921X9	0.0336975315112475	0.717671091355634	0	-0.0291393754518161	0.675201002233087	0	0.198667667291836		0
P00375_Dihydrofolate reductase	proteomics_liver	MX2	sp|P00375|DYR_MOUSE	Dihydrofolate reductase  OS=Mus musculus (Mouse) GN=Dhfr PE=1 SV=3	P00375	-0.029968811113708	0.717671091355634	0	0.275726725960705	0.000582199889006781	1	0.064470654608237		0
Q9D0M3_Cytochrome c1, heme prot.	proteomics_liver	MX2	sp|Q9D0M3|CY1_MOUSE	Cytochrome c1, heme protein, mitochondrial  OS=Mus musculus (Mouse) GN=Cyc1 PE=1 SV=1	Q9D0M3	0.0285544565350548	0.717671091355634	0	-0.0208756469206257	0.721691837552775	0	0.0750103644092292		0
Q9D0E1_Heterogeneous nuclear ri.	proteomics_liver	MX2	sp|Q9D0E1|HNRPM_MOUSE	Heterogeneous nuclear ribonucleoprotein M  OS=Mus musculus (Mouse) GN=Hnrnpm PE=1 SV=3	Q9D0E1	-0.0253958135523362	0.717671091355634	0	0.100223715304796	0.0663593958361113	0	0.370411198690658		0
Q9D1M7_Peptidyl-prolyl cis-tran.	proteomics_liver	MX2	sp|Q9D1M7|FKB11_MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP11  OS=Mus musculus (Mouse) GN=Fkbp11 PE=1 SV=1	Q9D1M7	0.185222362039124	0.717730496266565	0	-1.15566000212552	0.00822426403341529	1	0.0301975436589307		0
Q8BJZ4_28S ribosomal protein S3.	proteomics_liver	MX2	sp|Q8BJZ4|RT35_MOUSE	28S ribosomal protein S35, mitochondrial  OS=Mus musculus (Mouse) GN=Mrps35 PE=1 SV=2	Q8BJZ4	0.0618004509409324	0.717730496266565	0	0.0419331840361785	0.758738815196783	0	0.0943451906765828		0
P05202_Aspartate aminotransfera.	proteomics_liver	MX2	sp|P05202|AATM_MOUSE	Aspartate aminotransferase, mitochondrial  OS=Mus musculus (Mouse) GN=Got2 PE=1 SV=1	P05202	0.0184531441108007	0.718147010899091	0	-0.00752694685101574	0.836454935187274	0	0.44554469163405		0
Q810J8_Zinc finger FYVE domain-.	proteomics_liver	MX2	sp|Q810J8|ZFYV1_MOUSE	Zinc finger FYVE domain-containing protein 1  OS=Mus musculus (Mouse) GN=Zfyve1 PE=1 SV=2	Q810J8	-0.085344483860144	0.719565982447271	0	-0.144636085050845	0.370640907515704	0	0.53139252541982		0
Q9QZE5_Coatomer subunit gamma-1	proteomics_liver	MX2	sp|Q9QZE5|COPG1_MOUSE	Coatomer subunit gamma-1  OS=Mus musculus (Mouse) GN=Copg1 PE=1 SV=1	Q9QZE5	-0.0422633907574266	0.719647504187839	0	-0.197347299879969	0.00388640807127017	1	0.413132287180635		0
Q8QZR1_Tyrosine aminotransferase	proteomics_liver	MX2	sp|Q8QZR1|ATTY_MOUSE	Tyrosine aminotransferase  OS=Mus musculus (Mouse) GN=Tat PE=1 SV=1	Q8QZR1	0.442897060383999	0.719915651722595	0	0.0254982972292872	0.992959749923879	0	0.712365151500466		0
Q9R257_Heme-binding protein 1	proteomics_liver	MX2	sp|Q9R257|HEBP1_MOUSE	Heme-binding protein 1  OS=Mus musculus (Mouse) GN=Hebp1 PE=1 SV=2	Q9R257	-0.0239852694402423	0.720475346872464	0	0.188996791083827	0.00203100925432908	1	0.197450141712869		0
Q791T5_Mitochondrial carrier ho.	proteomics_liver	MX2	sp|Q791T5|MTCH1_MOUSE	Mitochondrial carrier homolog 1  OS=Mus musculus (Mouse) GN=Mtch1 PE=1 SV=1	Q791T5	-0.184656040589886	0.722375766368504	0	2.03276676296513	0.000174320229638004	1	0.324335557583643		0
Q9DCL9_Multifunctional protein .	proteomics_liver	MX2	sp|Q9DCL9|PUR6_MOUSE	Multifunctional protein ADE2  OS=Mus musculus (Mouse) GN=Paics PE=1 SV=4	Q9DCL9	0.0252302743948967	0.722375766368504	0	-0.356863456614388	2.12774811052651e-05	1	0.000977269861200177		0
P53811_Phosphatidylinositol tra.	proteomics_liver	MX2	sp|P53811|PIPNB_MOUSE	Phosphatidylinositol transfer protein beta isoform  OS=Mus musculus (Mouse) GN=Pitpnb PE=1 SV=2	P53811	0.348475292228848	0.722907934881826	0	-0.764577733384034	0.293691323780929	0	0.0923852486432239		0
Q8VCT4_Carboxylesterase 1D	proteomics_liver	MX2	sp|Q8VCT4|CES1D_MOUSE	Carboxylesterase 1D  OS=Mus musculus (Mouse) GN=Ces1d PE=1 SV=1	Q8VCT4	0.0377351252103146	0.722907934881826	0	-0.00382737392832766	0.954183009490806	0	0.586101129901688		0
Q9R1P1_Proteasome subunit beta .	proteomics_liver	MX2	sp|Q9R1P1|PSB3_MOUSE	Proteasome subunit beta type-3  OS=Mus musculus (Mouse) GN=Psmb3 PE=1 SV=1	Q9R1P1	-0.0261966018031679	0.722907934881826	0	0.0999976479558171	0.0799854915404494	0	0.211765229839046		0
Q64435_UDP-glucuronosyltransfer.	proteomics_liver	MX2	sp|Q64435|UD16_MOUSE	UDP-glucuronosyltransferase 1-6  OS=Mus musculus (Mouse) GN=Ugt1a6 PE=1 SV=1	Q64435	0.0184999589610975	0.723600886126833	0	-0.457378108755965	1.36433506331602e-07	1	0.104921625896233		0
Q3TDN2_FAS-associated factor 2	proteomics_liver	MX2	sp|Q3TDN2|FAF2_MOUSE	FAS-associated factor 2  OS=Mus musculus (Mouse) GN=Faf2 PE=1 SV=2	Q3TDN2	-0.292868094045794	0.724303114019527	0	0.621707858587961	0.313127508409602	0	0.408302850977378		0
P58389_Serine/threonine-protein.	proteomics_liver	MX2	sp|P58389|PTPA_MOUSE	Serine/threonine-protein phosphatase 2A activator  OS=Mus musculus (Mouse) GN=Ptpa PE=1 SV=1	P58389	-0.0626483248875225	0.729747475987086	0	-0.0986319493339636	0.426951326248247	0	0.346836923667759		0
P11609_Antigen-presenting glyco.	proteomics_liver	MX2	sp|P11609|CD1D1_MOUSE	Antigen-presenting glycoprotein CD1d1  OS=Mus musculus (Mouse) GN=Cd1d1 PE=1 SV=3	P11609	0.253574648713542	0.729863596744628	0	1.41546771705191	0.000629349615818832	1	0.466245975210934		0
Q925I1_ATPase family AAA domain.	proteomics_liver	MX2	sp|Q925I1|ATAD3_MOUSE	ATPase family AAA domain-containing protein 3  OS=Mus musculus (Mouse) GN=Atad3 PE=1 SV=1	Q925I1	-0.0230691553833822	0.731146348877137	0	-0.0318097467652052	0.497486326294727	0	0.412708138167274		0
P46471_26S proteasome regulator.	proteomics_liver	MX2	sp|P46471|PRS7_MOUSE	26S proteasome regulatory subunit 7  OS=Mus musculus (Mouse) GN=Psmc2 PE=1 SV=5	P46471	-0.0159801671363837	0.732303101531284	0	0.0876029266891081	0.0208797019518228	1	0.329288317099657		0
O35643_AP-1 complex subunit bet.	proteomics_liver	MX2	sp|O35643|AP1B1_MOUSE	AP-1 complex subunit beta-1  OS=Mus musculus (Mouse) GN=Ap1b1 PE=1 SV=2	O35643	0.0316552936408172	0.736737287517572	0	-0.0276155222318337	0.691250123658344	0	0.506689461263735		0
Q9DCU9_4-hydroxy-2-oxoglutarate.	proteomics_liver	MX2	sp|Q9DCU9|HOGA1_MOUSE	4-hydroxy-2-oxoglutarate aldolase, mitochondrial  OS=Mus musculus (Mouse) GN=Hoga1 PE=1 SV=1	Q9DCU9	0.0213403620452652	0.736811747344561	0	-0.0858246972870802	0.0766877381797066	0	0.328548859292373		0
O55137_Acyl-coenzyme A thioeste.	proteomics_liver	MX2	sp|O55137|ACOT1_MOUSE	Acyl-coenzyme A thioesterase 1  OS=Mus musculus (Mouse) GN=Acot1 PE=1 SV=1	O55137	0.328985943168078	0.736812695176029	0	0.942046375955403	0.113459694565736	0	0.57314900669554		0
Q501J6_Probable ATP-dependent R.	proteomics_liver	MX2	sp|Q501J6|DDX17_MOUSE	Probable ATP-dependent RNA helicase DDX17  OS=Mus musculus (Mouse) GN=Ddx17 PE=1 SV=1	Q501J6	-0.310211178080941	0.736812695176029	0	1.62708097990283	0.0273192784716489	1	0.0476406452581005		0
O09012_Peroxisomal targeting si.	proteomics_liver	MX2	sp|O09012|PEX5_MOUSE	Peroxisomal targeting signal 1 receptor  OS=Mus musculus (Mouse) GN=Pex5 PE=1 SV=2	O09012	-0.301493317877661	0.736812695176029	0	-0.583606660502831	0.315877019868066	0	0.549712300465222		0
Q9R0M6_Ras-related protein Rab-.	proteomics_liver	MX2	sp|Q9R0M6|RAB9A_MOUSE	Ras-related protein Rab-9A  OS=Mus musculus (Mouse) GN=Rab9a PE=1 SV=1	Q9R0M6	-0.0374419922064533	0.736812695176029	0	0.0151724335355148	0.846889949654222	0	0.442834049289049		0
Q9D880_Mitochondrial import inn.	proteomics_liver	MX2	sp|Q9D880|TIM50_MOUSE	Mitochondrial import inner membrane translocase subunit TIM50  OS=Mus musculus (Mouse) GN=Timm50 PE=1 SV=1	Q9D880	-0.0269640731914969	0.736812695176029	0	0.170230442924925	0.0109146387268687	1	0.362666637515102		0
Q9DBB8_Trans-1,2-dihydrobenzene.	proteomics_liver	MX2	sp|Q9DBB8|DHDH_MOUSE	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase  OS=Mus musculus (Mouse) GN=Dhdh PE=1 SV=1	Q9DBB8	-0.0237547668565696	0.736982619508029	0	0.0725904860376652	0.168002903874992	0	0.0016332625562567		0
O35114_Lysosome membrane protei.	proteomics_liver	MX2	sp|O35114|SCRB2_MOUSE	Lysosome membrane protein 2  OS=Mus musculus (Mouse) GN=Scarb2 PE=1 SV=3	O35114	0.226571085209894	0.737704501180959	0	-1.25483502289481	0.0219240978181715	1	0.345623643525853		0
Q61823_Programmed cell death pr.	proteomics_liver	MX2	sp|Q61823|PDCD4_MOUSE	Programmed cell death protein 4  OS=Mus musculus (Mouse) GN=Pdcd4 PE=1 SV=1	Q61823	-0.210073985350682	0.737704501180959	0	-0.0612083476083427	0.916066788627117	0	0.397970862266888		0
Q3UTJ2_Sorbin and SH3 domain-co.	proteomics_liver	MX2	sp|Q3UTJ2|SRBS2_MOUSE	Sorbin and SH3 domain-containing protein 2  OS=Mus musculus (Mouse) GN=Sorbs2 PE=1 SV=2	Q3UTJ2	-0.0773145299417735	0.738257928797644	0	-0.195130441086476	0.173918288042671	0	0.568203582842201		0
Q9EQ06_Estradiol 17-beta-dehydr.	proteomics_liver	MX2	sp|Q9EQ06|DHB11_MOUSE	Estradiol 17-beta-dehydrogenase 11  OS=Mus musculus (Mouse) GN=Hsd17b11 PE=1 SV=1	Q9EQ06	0.0424985304459859	0.73895814562963	0	-0.144191354193993	0.133668075159435	0	0.294430592428637		0
Q8BMS1_Trifunctional enzyme sub.	proteomics_liver	MX2	sp|Q8BMS1|ECHA_MOUSE	Trifunctional enzyme subunit alpha, mitochondrial  OS=Mus musculus (Mouse) GN=Hadha PE=1 SV=1	Q8BMS1	0.0333471688512965	0.73895814562963	0	-0.193125559997704	0.0183877768480115	1	0.3254844266349		0
Q8R317_Ubiquilin-1	proteomics_liver	MX2	sp|Q8R317|UBQL1_MOUSE	Ubiquilin-1  OS=Mus musculus (Mouse) GN=Ubqln1 PE=1 SV=1	Q8R317	-0.0535599487689957	0.739270455456377	0	-0.0103111169925896	0.951007986714126	0	0.648201780466967		0
Q62261_Spectrin beta chain, non.	proteomics_liver	MX2	sp|Q62261|SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1  OS=Mus musculus (Mouse) GN=Sptbn1 PE=1 SV=2	Q62261	-0.278342410663374	0.739681915643358	0	-0.503529747431344	0.364867391508399	0	0.362491870540524		0
Q3TNA1_Xylulose kinase	proteomics_liver	MX2	sp|Q3TNA1|XYLB_MOUSE	Xylulose kinase  OS=Mus musculus (Mouse) GN=Xylb PE=1 SV=1	Q3TNA1	0.0195591975150364	0.739918169294539	0	-0.0475589718301741	0.271999377543187	0	0.649203174400621		0
Q8CIF4_Biotinidase	proteomics_liver	MX2	sp|Q8CIF4|BTD_MOUSE	Biotinidase  OS=Mus musculus (Mouse) GN=Btd PE=1 SV=2	Q8CIF4	0.281963423114441	0.740540798253025	0	0.889928325037381	0.0802260249628657	0	0.591175720935446		0
Q91VS7_Microsomal glutathione S.	proteomics_liver	MX2	sp|Q91VS7|MGST1_MOUSE	Microsomal glutathione S-transferase 1  OS=Mus musculus (Mouse) GN=Mgst1 PE=1 SV=3	Q91VS7	-0.0608662151479855	0.740540798253025	0	-0.334042573676367	0.00112272281766807	1	0.684720132918113		0
Q9DCN1_Peroxisomal NADH pyropho.	proteomics_liver	MX2	sp|Q9DCN1|NUD12_MOUSE	Peroxisomal NADH pyrophosphatase NUDT12  OS=Mus musculus (Mouse) GN=Nudt12 PE=1 SV=1	Q9DCN1	0.0252910362733871	0.740540798253025	0	-0.355031714891759	4.90716063848089e-05	1	0.184198277686302		0
Q922H4_Mannose-1-phosphate guan.	proteomics_liver	MX2	sp|Q922H4|GMPPA_MOUSE	Mannose-1-phosphate guanyltransferase alpha  OS=Mus musculus (Mouse) GN=Gmppa PE=1 SV=1	Q922H4	0.0209281945234601	0.740540798253025	0	-0.136653902283225	0.0104070889240544	1	0.0152264191727164		0
Q03249_Galactose-1-phosphate ur.	proteomics_liver	MX2	sp|Q03249|GALT_MOUSE	Galactose-1-phosphate uridylyltransferase  OS=Mus musculus (Mouse) GN=Galt PE=1 SV=3	Q03249	0.176984424226834	0.741690521923895	0	0.465437506805763	0.160799448631676	0	0.51650464594753		0
Q8VC30_Triokinase/FMN cyclase	proteomics_liver	MX2	sp|Q8VC30|TKFC_MOUSE	Triokinase/FMN cyclase  OS=Mus musculus (Mouse) GN=Tkfc PE=1 SV=1	Q8VC30	0.0341452464053056	0.741695987579329	0	-0.301166112224678	0.00171478777457148	1	0.0568474523798043		0
Q921G7_Electron transfer flavop.	proteomics_liver	MX2	sp|Q921G7|ETFD_MOUSE	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial  OS=Mus musculus (Mouse) GN=Etfdh PE=1 SV=1	Q921G7	0.0299038525707829	0.741695987579329	0	-0.0289104343235742	0.667353081713359	0	0.333169556540721		0
P62196_26S proteasome regulator.	proteomics_liver	MX2	sp|P62196|PRS8_MOUSE	26S proteasome regulatory subunit 8  OS=Mus musculus (Mouse) GN=Psmc5 PE=1 SV=1	P62196	0.0232624314752528	0.741695987579329	0	0.129694403846834	0.000981813048191954	1	0.43701811905933		0
Q9DBG5_Perilipin-3	proteomics_liver	MX2	sp|Q9DBG5|PLIN3_MOUSE	Perilipin-3  OS=Mus musculus (Mouse) GN=Plin3 PE=1 SV=1	Q9DBG5	0.242860718193718	0.741745349437673	0	0.591015321918636	0.200759278175058	0	0.340890133845335		0
Q8BMA6_Signal recognition parti.	proteomics_liver	MX2	sp|Q8BMA6|SRP68_MOUSE	Signal recognition particle subunit SRP68  OS=Mus musculus (Mouse) GN=Srp68 PE=1 SV=2	Q8BMA6	-0.0332697353470017	0.741821808193306	0	0.0155431104870019	0.828903276950167	0	0.885450751130086		0
O08663_Methionine aminopeptidas.	proteomics_liver	MX2	sp|O08663|MAP2_MOUSE	Methionine aminopeptidase 2  OS=Mus musculus (Mouse) GN=Metap2 PE=1 SV=1	O08663	0.163809577449467	0.743156056143147	0	-0.0741825539538326	0.834911857643314	0	0.231650509120171		0
Q8R1S0_Ubiquinone biosynthesis .	proteomics_liver	MX2	sp|Q8R1S0|COQ6_MOUSE	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial  OS=Mus musculus (Mouse) GN=Coq6 PE=1 SV=3	Q8R1S0	0.0838047740937569	0.743156056143147	0	0.0738740486034466	0.704665602773468	0	0.323260503726136		0
Q9CXJ1_Probable glutamate--tRNA.	proteomics_liver	MX2	sp|Q9CXJ1|SYEM_MOUSE	Probable glutamate--tRNA ligase, mitochondrial  OS=Mus musculus (Mouse) GN=Ears2 PE=1 SV=1	Q9CXJ1	0.0569307659872997	0.743156056143147	0	0.156314125726688	0.14619620595802	0	0.515924756263063		0
Q9EQH2_Endoplasmic reticulum am.	proteomics_liver	MX2	sp|Q9EQH2|ERAP1_MOUSE	Endoplasmic reticulum aminopeptidase 1  OS=Mus musculus (Mouse) GN=Erap1 PE=1 SV=2	Q9EQH2	0.0391240765376821	0.743156056143147	0	-0.15818370686328	0.0854346043358973	0	0.596589474235387		0
Q7TSV4_Phosphoglucomutase-2	proteomics_liver	MX2	sp|Q7TSV4|PGM2_MOUSE	Phosphoglucomutase-2  OS=Mus musculus (Mouse) GN=Pgm2 PE=1 SV=1	Q7TSV4	0.052562756095341	0.74384141454741	0	0.153508121219804	0.117357176214232	0	0.722673155981078		0
P56383_ATP synthase F(0) comple.	proteomics_liver	MX2	sp|P56383|AT5G2_MOUSE	ATP synthase F(0) complex subunit C2, mitochondrial  OS=Mus musculus (Mouse) GN=Atp5mc2 PE=2 SV=2	P56383	0.349676436018342	0.745358984235691	0	0.807419130800625	0.235441175808376	0	0.498757302798197		0
Q9WTX5_S-phase kinase-associate.	proteomics_liver	MX2	sp|Q9WTX5|SKP1_MOUSE	S-phase kinase-associated protein 1  OS=Mus musculus (Mouse) GN=Skp1 PE=1 SV=3	Q9WTX5	0.045251504166508	0.745526979277562	0	-0.142924943214265	0.171943987278315	0	0.197292679193779		0
P46467_Vacuolar protein sorting.	proteomics_liver	MX2	sp|P46467|VPS4B_MOUSE	Vacuolar protein sorting-associated protein 4B  OS=Mus musculus (Mouse) GN=Vps4b PE=1 SV=2	P46467	-0.0744185233984425	0.7460175631953	0	-0.104316721016346	0.517746256613732	0	0.199009257995341		0
Q8QZZ7_EKC/KEOPS complex subuni.	proteomics_liver	MX2	sp|Q8QZZ7|TPRKB_MOUSE	EKC/KEOPS complex subunit Tprkb  OS=Mus musculus (Mouse) GN=Tprkb PE=1 SV=1	Q8QZZ7	-0.0507419987702846	0.7460175631953	0	0.173057156772177	0.14619620595802	0	0.179751022402445		0
Q91V76_Ester hydrolase C11orf54.	proteomics_liver	MX2	sp|Q91V76|CK054_MOUSE	Ester hydrolase C11orf54 homolog  OS=Mus musculus (Mouse) PE=1 SV=1	Q91V76	0.0431383905197471	0.7460175631953	0	0.137806169442985	0.0840858793584881	0	0.408526195108103		0
P17879_Heat shock 70 kDa protei.	proteomics_liver	MX2	sp|P17879|HS71B_MOUSE	Heat shock 70 kDa protein 1B  OS=Mus musculus (Mouse) GN=Hspa1b PE=1 SV=3	P17879	-0.235416338737004	0.747222448957375	0	-1.12656314392583	0.00627624467631826	1	0.758444189293015		0
Q8VEB4_Group XV phospholipase A2	proteomics_liver	MX2	sp|Q8VEB4|PAG15_MOUSE	Group XV phospholipase A2  OS=Mus musculus (Mouse) GN=Pla2g15 PE=1 SV=1	Q8VEB4	0.206284675569304	0.747408533839233	0	0.423068392423016	0.30860201486828	0	0.279881294991665		0
